title,url,date,authors,content,sentiment
New Google Lens features to help you be more productive at home - blog.google,https://blog.google/products/google-lens/new-google-lens-features-help-you-be-more-productive-home/,"Thu, 07 May 2020 07:00:00 GMT","['Lou Wang', 'Group Product Manager', 'Google Lens', 'Naina Raisinghani', 'Molly Mchugh-Johnson', 'Jenny Blair', 'Nick Kim Sexton', 'Keyword Team', 'Lilian Rincon']","Lately our family dining table has also become a work desk, a video conference room and … a kid’s playground. As I learn how to become a full time kids-entertainer, I welcome anything that can help me stay productive. And while I usually turn to Search when learning about new things, sometimes what I’m looking for is hard to describe in words.This is where Google Lens can help. When my family’s daily activity involves a walk in the neighborhood, Lens lets me search what I see, like a flower in our neighbor’s front yard.",0
Our commitments to racial equity - blog.google,https://blog.google/inside-google/company-announcements/commitments-racial-equity/,"Wed, 17 Jun 2020 07:00:00 GMT","['Sundar Pichai', 'Ceo Of Google', 'Pushmeet Kohli', 'Eugénie Rives', 'Leslie Yeh', 'Julia Burg']","Building sustainable equityCreating meaningful change starts within our own company. Strengthening our commitment to racial equity and inclusion will help Google build more helpful products for our users and the world. To that end, we’re announcing several commitments to build sustainable equity for our Black+ community.First, we’re working to improve Black+ representation at senior levels and committing to a goal to improve leadership representation of underrepresented groups by 30 percent by 2025. To help achieve this, we’ll post senior leadership roles externally as well as internally, and increase our investments in places such as Atlanta, Washington DC, Chicago, and London, where we already have offices. We'll take the same approach across regions, using site and country-specific plans to recruit and hire more underrepresented Googlers in communities where the social infrastructure already supports a sense of belonging and contributes to a better quality of life.Second, we’ll do more to address representation challenges and focus on hiring, retention, and promotion at all levels. To help direct that work, I’m establishing a new talent liaison within each product and functional area to mentor and advocate for the progression and retention of Googlers from underrepresented groups. I’m also convening a task force, including senior members of the Black+ community at Google, to develop concrete recommendations and proposals for accountability across all of the areas that affect the Black+ Googler experience, from recruiting and hiring, to performance management, to career progression and retention. I’ve asked the task force to come back with specific proposals (including measurable goals) within 90 days.Third, we’re working to create a stronger sense of inclusion and belonging for Googlers in general and our Black+ community in particular. Our internal research shows that feelings of belonging are driven by many aspects of our experiences at work, including the psychological safety we feel among our teams, the support of our managers and leaders, equitable people processes, and opportunities to grow and develop our careers. Across all of these dimensions, we’re committed to building more inclusive practices and policies—and revisiting them when we don’t get them right.As one example, we’ve had a security practice of Googlers watching for “tailgaters” in order to reduce instances of unauthorized visitors in offices. We have realized this process is susceptible to bias. So, over the past year, our Global Security and Resilience team partnering with a cross-functional working group, conducted extensive research, listened to Black Googlers’ experiences, and developed and tested new security procedures to ensure we could maintain the safety and security of the Google community without relying on this type of enforcement. Now, as we prepare to return to the office, we will end the practice of Googlers badge-checking each other and rely on our already robust security infrastructure.Fourth, we’ll establish a range of anti-racism educational programs that are global in view and able to scale to all Googlers. We’ll be welcoming external experts into Google to share their expertise on racial history and structural inequities, and start conversations on education, allyship, and self-reflection. And this week we’ve begun piloting a new, multi-series training for Googlers of all levels that explores systemic racism and racial consciousness, to help develop stronger awareness and capacity for creating spaces where everyone feels they belong. We plan to roll out this training globally by early next year. We’ll also integrate diversity, equity, and inclusion into our mandatory manager trainings.Fifth, we’re focused on better supporting the mental and physical health and well-being of our Black+ community. For example, over the past year, we’ve worked with our mental health provider in the U.S., to increase their Black network of counselors. Our global EAP providers are also working to further diversify their network of counselors. Over the next 90 days, our Benefits team will work with the Equity Project Management Office and Black Leadership Advisory Group to identify areas where we could expand our benefits or provide additional support to Googlers and their families. As one example of the kinds of programs that work: we've made the medical second opinion service available to Googlers’ extended family—something that our Black+ community told us was important to supporting a family structure that includes siblings, parents, parents-in-law and grandparents.",0
When parents become teachers: tools to help students at home - blog.google,https://blog.google/outreach-initiatives/education/parents-become-teachers/,"Tue, 11 Aug 2020 07:00:00 GMT","['Jennifer Holland', 'Director Of Program Management', 'Google For Education', 'Ben Gomes', 'Lila Ibrahim']","Editor’s note: On August 11, 2020 Google for Education kicked off a global back-to-school event, The Anywhere School. Check out the full recap of product launches and our collection of announcements.For me, life at home now means an office in my garage and three children at home attempting to learn. I’m still adjusting to my children making appearances on my Google Meet meetings, trying to schedule more walking meetings to squeeze in some exercise, and creating a schedule that my children will only loosely follow. Luckily, nobody knows about the chaos that ensues behind the scenes thanks to Google Meet’s noise cancellation feature!With these changes, you may realize that you need a crash course in algebra or Shakespeare, and one on the digital tools your kids are using. The resources below, along with our Tech Toolkit for Families and Guardians, including a video series, can answer your questions about helping kids with lessons and homework, new products and features to help with staying in touch with teachers, and safeguarding kids when they’re online.",0
New ways to get around with Google Maps on iOS - blog.google,https://blog.google/products/maps/new-ways-get-around-google-maps-ios/,"Mon, 10 Aug 2020 07:00:00 GMT","['Alan Rogers', 'Rubén Lozano-Aguilera', 'Alan Rogers Rubén Lozano-Aguilera', 'Product Manager', 'Google Maps', 'Holly N. Jolly', 'Amanda Leicht Moore', 'Songran Jang']","Google Maps helps you find places to go, things to do and how to get there—no matter what device you’re using. With compatibility for Apple’s CarPlay Dashboard and a new app for the Apple Watch, people using iOS devices can safely and easily navigate with Google Maps right from their car or wrist.Get things done without missing a turnIn the CarPlay Dashboard you can now switch or pause songs from your favorite media app, rewind or fast forward podcasts or audiobooks, or quickly check calendar appointments without ever leaving turn-by-turn navigation in Google Maps. The information is displayed in a split screen view so you can get the information you need while keeping your focus on the road.",0
"Google TV: Entertainment you love, with help from Google - blog.google",https://blog.google/products/google-tv/entertainment-you-love-google-tv/,"Wed, 30 Sep 2020 07:00:00 GMT","['Shalini Govilpai', 'Senior Director', 'Google Tv', 'Guemmy Kim', 'Josh Wentz', 'Stacey Herron', 'Tom Gorke']","Live TV integration is available now with a YouTube TV membership in the U.S., which includes more than 85 channels, a DVR with unlimited storage space and more. Integration with more live TV providers is coming soon.A little help from GoogleWith Google TV, the biggest screen in your home is now more helpful. Ask Google about the weather, sports scores and more, and get answers right on your TV. You can even view and control your compatible connected home devices with just your voice. Simply press and hold the Google Assistant remote button and say ""Show me the front door"" to see your security camera feed.When you aren’t watching TV, ambient mode lets you connect to Google Photos so you can showcase images of your favorite people and places on your home’s biggest screen. Google TV is also compatible with more than 6,500 apps built for Android TV OS so you can access your favorites across gaming, fitness, education, music and more. Support for Stadia is coming in the first half of 2021.Available on the new Chromecast with Google TVThe all-new Chromecast with Google TV comes with a remote and plugs right into your TV’s HDMI port, so you can watch your favorite content in up to 4K HDR. Starting today in the U.S., Chromecast with Google TV is available for $49.99 in three colors: Snow, Sunrise and Sky. We will be bringing Chromecast with Google TV to more countries by the end of the year.Starting in 2021, Google TV will also be available on televisions from Sony and other Android TV OS partners.Last but not least, we know that your TV isn't the only place for watching entertainment. To make it easy to discover and enjoy your entertainment no matter where you go, Google TV will also be available via the new Google TV app, which will begin rolling out today to Android mobile devices in the U.S. as an update to the Google Play Movies & TV app.¹Google TV search and discover functionality for Peacock content will be available soon.",0
Find high-quality apps for kids on Google Play - blog.google,https://blog.google/products/google-play/teacher-approved-apps/,"Wed, 15 Apr 2020 07:00:00 GMT","['Mindy Brooks', 'Gm', 'Kids', 'Eileen Mannion', 'Mark Webber']","We’ve heard from parents that it’s difficult to dig through all the content that's out there for kids. Today, we’re making it easier for parents to find the good stuff, with a new Kids tab on Google Play filled with “Teacher approved” apps that are both enriching and entertaining. We decided to launch the Kids tab a bit earlier than planned because parents who have tried it out told us that it’s been helpful, especially now with their kids home from school and spending more time with screens. Because it’s early, you may not see some of your favorite apps in there just yet, but we’re adding new content as quickly as possible.",0
Increasing transparency through advertiser identity verification - blog.google,https://blog.google/products/ads/advertiser-identity-verification-for-transparency/,"Thu, 23 Apr 2020 07:00:00 GMT","['John Canfield', 'Director Of Product Management', 'Ads Integrity', 'Scott Sheffer', 'Shreya Mathur', 'Vidhya Srinivasan', 'Omkar Muralidharan', 'Romana Pawar']","We’re committed to giving our users transparency, choice and control when it comes to the ads they see on our platforms. That’s why we’ve long offered tools like Ad Settings which allows people to control how ads are personalized or even opt out of personalized ads altogether, as well as features like Why this ad? which helps explain why a specific ad is being shown. Now, we’re working to bring additional transparency into the advertiser behind the ads people see.In 2018, we announced a new identity verification policy for political advertisers. The policy requires all advertisers that want to run election ads on our platforms go through a verification program to confirm their identity. We display that identity in the ad unit so that users can learn more about the election ads they see on Google’s platforms. Since introducing this program, we’ve verified political advertisers in 30 countries. And now, to provide greater transparency and equip users with more information about who is advertising to them, we are extending identity verification to all advertisers on our platforms.As part of this initiative, advertisers will be required to complete a verification program in order to buy ads on our network. Advertisers will need to submit personal identification, business incorporation documents or other information that proves who they are and the country in which they operate. Beginning this summer, users will start to see disclosures that list this information about the advertiser behind the ads they see.",0
Google Maps 101: How AI helps predict traffic and determine routes - blog.google,https://blog.google/products/maps/google-maps-101-how-ai-helps-predict-traffic-and-determine-routes/,"Thu, 03 Sep 2020 07:00:00 GMT","['Johann Lau', 'Product Manager', 'Google Maps', 'Holly N. Jolly', 'Amanda Leicht Moore', 'Songran Jang']","Every day, over 1 billion kilometers are driven with Google Maps in more than 220 countries and territories around the world. When you hop in your car or on your motorbike and start navigating, you’re instantly shown a few things: which way to go, whether the traffic along your route is heavy or light, an estimated travel time, and an estimated time of arrival (ETA). While all of this appears simple, there’s a ton going on behind the scenes to deliver this information in a matter of seconds.Today, we’ll break down one of our favorite topics: traffic and routing. If you’ve ever wondered just how Google Maps knows when there’s a massive traffic jam or how we determine the best route for a trip, read on.Live traffic, powered by drivers all around the worldWhen people navigate with Google Maps, aggregate location data can be used to understand traffic conditions on roads all over the world. But while this information helps you find current traffic estimates —whether or not a traffic jam will affect your drive right now—it doesn’t account for what traffic will look like 10, 20, or even 50 minutes into your journey. This is where technology really comes into play.Predicting traffic with advanced machine learning techniques, and a little bit of historyTo predict what traffic will look like in the near future, Google Maps analyzes historical traffic patterns for roads over time. For example, one pattern may show that the 280 freeway in Northern California typically has vehicles traveling at a speed of 65mph between 6-7am, but only at 15-20mph in the late afternoon. We then combine this database of historical traffic patterns with live traffic conditions, using machine learning to generate predictions based on both sets of data.Recently, we partnered with DeepMind, an Alphabet AI research lab, to improve the accuracy of our traffic prediction capabilities. Our ETA predictions already have a very high accuracy bar–in fact, we see that our predictions have been consistently accurate for over 97% of trips. By partnering with DeepMind, we’ve been able to cut the percentage of inaccurate ETAs even further by using a machine learning architecture known as Graph Neural Networks–with significant improvements in places like Berlin, Jakarta, São Paulo, Sydney, Tokyo, and Washington D.C. This technique is what enables Google Maps to better predict whether or not you’ll be affected by a slowdown that may not have even started yet!Keeping it freshFor most of the 13 years that Google Maps has provided traffic data, historical traffic patterns have been reliable indicators of what your conditions on the road could look like—but that's not always the case. Since the start of the COVID-19 pandemic, traffic patterns around the globe have shifted dramatically. We saw up to a 50 percent decrease in worldwide traffic when lockdowns started in early 2020. Since then, parts of the world have reopened gradually, while others maintain restrictions. To account for this sudden change, we’ve recently updated our models to become more agile—automatically prioritizing historical traffic patterns from the last two to four weeks, and deprioritizing patterns from any time before that.How Google Maps selects routesOur predictive traffic models are also a key part of how Google Maps determines driving routes. If we predict that traffic is likely to become heavy in one direction, we’ll automatically find you a lower-traffic alternative. We also look at a number of other factors, like road quality. Is the road paved or unpaved, or covered in gravel, dirt or mud? Elements like these can make a road difficult to drive down, and we’re less likely to recommend this road as part of your route. We also look at the size and directness of a road—driving down a highway is often more efficient than taking a smaller road with multiple stops.Two other sources of information are important to making sure we recommend the best routes: authoritative data from local governments and real-time feedback from users. Authoritative data lets Google Maps know about speed limits, tolls, or if certain roads are restricted due to things like construction or COVID-19. And incident reports from drivers let Google Maps quickly show if a road or lane is closed, if there’s construction nearby, or if there’s a disabled vehicle or an object on the road. Both sources are also used to help us understand when road conditions change unexpectedly due to mudslides, snowstorms, or other forces of nature.Putting it all togetherSo how exactly does this all work in real life? Say you’re heading to a doctor’s appointment across town, driving down the road you typically take to get there. When you leave the house, traffic is flowing freely, with zero indication of any disruptions along the way. With Google Maps’ traffic predictions combined with live traffic conditions, we let you know that if you continue down your current route, there’s a good chance you’ll get stuck in unexpected gridlock traffic about 30 minutes into your ride—which would mean missing your appointment. As a result, Google Maps automatically reroutes you using its knowledge about nearby road conditions and incidents—helping you avoid the jam altogether and get to your appointment on time.Predicting traffic and determining routes is incredibly complex—and we'll keep working on tools and technology to keep you out of gridlock, and on a route that's as safe and efficient as possible.",0
Introducing the new Google Analytics - blog.google,https://blog.google/products/marketingplatform/analytics/new_google_analytics/,"Wed, 14 Oct 2020 07:00:00 GMT","['Vidhya Srinivasan', 'Vp Gm Buying', 'Analytics', 'Measurement', 'Google Ads', 'Scott Sheffer', 'Shreya Mathur', 'Omkar Muralidharan', 'Romana Pawar']","By applying Google’s advanced machine learning models, the new Analytics can automatically alert you to significant trends in your data - like products seeing rising demand because of new customer needs. It even helps you anticipate future actions your customers may take. For example, it calculates churn probability so you can more efficiently invest in retaining customers at a time when marketing budgets are under pressure. We’re continuing to add new predictive metrics, like the potential revenue you could earn from a particular group of customers. This allows you to create audiences to reach higher value customers and run analyses to better understand why some customers are likely to spend more than others, so you can take action to improve your results.",0
Stay informed and get around safely with Google Maps - blog.google,https://blog.google/products/maps/stay-informed-and-get-around-safely-google-maps/,"Thu, 15 Oct 2020 07:00:00 GMT","['Dane Glasgow', 'Vp Of Product', 'Google Maps', 'Holly N. Jolly', 'Amanda Leicht Moore', 'Songran Jang']","Make informed decisions with new live busyness updatesThe ability to see busyness information on Google Maps has been one of our most popular features since it launched back in 2016. During the pandemic, this information has transformed into an essential tool, helping people quickly understand how busy a place is expected to be so they can make better decisions about where to go and when. In fact, as people around the world adjusted to life during the pandemic, they used popular times and live busyness information more. We saw engagement with these features rise 50 percent between March and May as more people tapped, scrolled and compared data to find the best days and times to go places.We’ve been expanding live busyness information to millions of places around the world, and are on track to increase global coverage by five times compared to June 2020. This expansion includes more outdoor areas, like beaches and parks, and essential places, like grocery stores, gas stations, laundromats and pharmacies. Busyness information will surface in directions and right on the map—so you don’t even need to search for a specific place in order to see how busy it is. This will soon be available to Android, iOS and desktop users worldwide.",0
